DSRC_MessageID,BSM_tmp_ID, transtime, X, Y, Speed, Instant_Acceleration, Heading, brakeStatus, brakePressure, hardBraking,  transTo, transmission_received_time
2,185818261,814,900000001,1800000001,1.1911e-43,2001,360,,,,,
2,185818261,714,900000001,1800000001,1.1911e-43,2001,360,,,,,
2,185818261,1014,900000001,1800000001,1.1911e-43,2001,360,,,,,
2,185818261,915,900000001,1800000001,1.1911e-43,2001,360,,,,,
2,185818261,1115,900000001,1800000001,1.1911e-43,2001,360,,,,,
2,185818261,1214,900000001,1800000001,1.1911e-43,2001,360,,,,,
2,185818261,1315,900000001,1800000001,1.1911e-43,2001,360,,,,,
2,185818261,1416,900000001,1800000001,1.1911e-43,2001,360,,,,,
2,185818261,2017,900000001,1800000001,1.1911e-43,2001,360,,,,,
2,185818261,2118,900000001,1800000001,1.1911e-43,2001,360,,,,,
2,185818261,2217,900000001,1800000001,1.1911e-43,2001,360,,,,,
2,185818261,2318,900000001,1800000001,1.1911e-43,2001,360,,,,,
2,185818261,2417,900000001,1800000001,1.1911e-43,2001,360,,,,,
2,185818261,2518,900000001,1800000001,1.1911e-43,2001,360,,,,,
2,185818261,2919,900000001,1800000001,1.1911e-43,2001,360,,,,,
2,185818261,3194,900000001,1800000001,1.1911e-43,2001,360,,,,,
2,185818261,3307,389551793,-771493078,0,2001,295.337,,,,,
2,185818261,3398,389551793,-771493078,1.1911e-43,2001,295.337,,,,,
2,185818261,4697,389551793,-771493078,1.1911e-43,2001,295.413,,,,,
2,185818261,4798,389551793,-771493078,1.1911e-43,2001,295.425,,,,,
2,185818261,4896,389551793,-771493078,1.1911e-43,2001,295.413,,,,,
2,185818261,4997,389551793,-771493078,1.1911e-43,2001,295.413,,,,,
2,185818261,5197,389551793,-771493078,1.1911e-43,2001,295.413,,,,,
2,185818261,5298,389551793,-771493078,1.1911e-43,2001,295.4,,,,,
2,185818261,5397,389551793,-771493078,0,2001,295.4,,,,,
2,185818261,5497,389551793,-771493078,0,2001,295.4,,,,,
2,185818261,62,389551793,-771493078,0,2001,295.4,,,,,
2,185818261,163,389551793,-771493078,0,2001,295.413,,,,,
2,185818261,262,389551793,-771493078,0,2001,295.413,,,,,
2,185818261,363,389551793,-771493078,0,2001,295.425,,,,,
2,185818261,661,389551793,-771493078,0,2001,295.438,,,,,
2,185818261,761,389551793,-771493078,0,2001,295.45,,,,,
2,185818261,861,389551793,-771493078,0,2001,295.45,,,,,
2,185818261,961,389551793,-771493078,0,2001,295.45,,,,,
2,185818261,1061,389551793,-771493078,0,2001,295.462,,,,,
2,185818261,1162,389551793,-771493078,0,2001,295.462,,,,,
2,185818261,1362,389551793,-771493078,0,2001,295.462,,,,,
2,185818261,1561,389551793,-771493078,1.1911e-43,2001,295.462,,,,,
2,185818261,1661,389551793,-771493078,1.1911e-43,2001,295.475,,,,,
2,185818261,1761,389551793,-771493078,0,2001,295.475,,,,,
2,185818261,1861,389551793,-771493078,1.1911e-43,2001,295.487,,,,,
2,185818261,2062,389551794,-771493078,1.1911e-43,2001,295.5,,,,,
2,185818261,2162,389551794,-771493078,0,2001,295.525,,,,,
2,185818261,2462,389551794,-771493078,0,2001,295.575,,,,,
2,185818261,2563,389551794,-771493078,0,2001,295.575,,,,,
2,185818261,2663,389551794,-771493078,0,2001,295.587,,,,,
2,185818261,2763,389551794,-771493078,0,2001,295.587,,,,,
2,185818261,2863,389551794,-771493078,0,2001,295.6,,,,,
2,185818261,2963,389551794,-771493078,0,2001,295.612,,,,,
2,185818261,3062,389551794,-771493078,0,2001,295.625,,,,,
2,185818261,3163,389551794,-771493078,0,2001,295.625,,,,,
2,185818261,3262,389551794,-771493078,0,2001,295.625,,,,,
2,185818261,3362,389551794,-771493078,0,2001,295.625,,,,,
2,185818261,3463,389551794,-771493078,0,2001,295.625,,,,,
2,185818261,3563,389551794,-771493078,0,2001,295.625,,,,,
2,185818261,3766,389551832,-771493078,0,2001,295.6,,,,,
2,185818261,3864,389551832,-771493078,0,2001,295.6,,,,,
2,185818261,4063,389551832,-771493078,0,2001,295.575,,,,,
2,185818261,4164,389551832,-771493078,0,2001,295.55,,,,,
2,185818261,4263,389551832,-771493078,0,2001,295.538,,,,,
2,185818261,4363,389551832,-771493078,0,2001,295.538,,,,,
2,185818261,4464,389551832,-771493078,0,2001,295.525,,,,,
2,185818261,4564,389551832,-771493078,0,2001,295.513,,,,,
2,185818261,4663,389551832,-771493078,0,2001,295.513,,,,,
2,185818261,4763,389551832,-771493078,0,2001,295.513,,,,,
2,185818261,4865,389551832,-771493078,0,2001,295.513,,,,,
2,185818261,4964,389551832,-771493078,0,2001,295.513,,,,,
2,185818261,5064,389551832,-771493078,0,2001,295.5,,,,,
2,185818261,5163,389551832,-771493078,0,2001,295.5,,,,,
2,185818261,5263,389551832,-771493078,0,2001,295.5,,,,,
2,185818261,5364,389551832,-771493078,0,2001,295.5,,,,,
2,185818261,5464,389551832,-771493078,0,2001,295.5,,,,,
2,185818261,227,389551832,-771493078,1.1911e-43,2001,295.5,,,,,
2,185818261,328,389551832,-771493078,1.1911e-43,2001,295.5,,,,,
2,185818261,629,389551832,-771493078,1.1911e-43,2001,295.5,,,,,
2,185818261,729,389551832,-771493078,1.1911e-43,2001,295.5,,,,,
2,185818261,833,389551832,-771493078,1.1911e-43,2001,295.487,,,,,
2,185818261,929,389551832,-771493078,1.1911e-43,2001,295.487,,,,,
2,185818261,1028,389551832,-771493078,1.1911e-43,2001,295.5,,,,,
2,185818261,1329,389551832,-771493078,1.1911e-43,2001,295.525,,,,,
2,185818261,1528,389551832,-771493078,1.1911e-43,2001,295.538,,,,,
2,185818261,1628,389551832,-771493078,1.1911e-43,2001,295.538,,,,,
2,185818261,1728,389551832,-771493078,1.1911e-43,2001,295.538,,,,,
2,185818261,1828,389551832,-771493078,0,2001,295.562,,,,,
2,185818261,1929,389551832,-771493078,1.1911e-43,2001,295.575,,,,,
2,185818261,2029,389551832,-771493078,0,2001,295.575,,,,,
2,185818261,2128,389551832,-771493078,0,2001,295.575,,,,,
2,185818261,2328,389551832,-771493078,0,2001,295.6,,,,,
2,185818261,2531,389551832,-771493078,0,2001,295.6,,,,,
2,185818261,2630,389551832,-771493078,0,2001,295.587,,,,,
2,185818261,2730,389551832,-771493078,0,2001,295.587,,,,,
2,185818261,2831,389551832,-771493078,0,2001,295.587,,,,,
2,185818261,2931,389551832,-771493078,0,2001,295.587,,,,,
2,185818261,3031,389551832,-771493078,0,2001,295.6,,,,,
2,185818261,3133,389551832,-771493078,0,2001,295.587,,,,,
2,185818261,3331,389551832,-771493078,0,2001,295.575,,,,,
2,185818261,3530,389551832,-771493078,0,2001,295.575,,,,,
2,185818261,3631,389551832,-771493078,1.1911e-43,2001,295.575,,,,,
2,185818261,3731,389551832,-771493078,1.1911e-43,2001,295.562,,,,,
2,185818261,3830,389551832,-771493078,1.1911e-43,2001,295.55,,,,,
2,185818261,3930,389551832,-771493078,0,2001,295.55,,,,,
2,185818261,4030,389551832,-771493078,0,2001,295.55,,,,,
2,185818261,4130,389551832,-771493078,1.1911e-43,2001,295.55,,,,,
2,185818261,4230,389551832,-771493078,0,2001,295.55,,,,,
2,185818261,4331,389551832,-771493078,1.1911e-43,2001,295.562,,,,,
2,185818261,4431,389551832,-771493078,1.1911e-43,2001,295.575,,,,,
2,185818261,4531,389551832,-771493078,1.1911e-43,2001,295.575,,,,,
2,185818261,4631,389551832,-771493078,1.1911e-43,2001,295.575,,,,,
2,185818261,4731,389551832,-771493078,1.1911e-43,2001,295.575,,,,,
2,185818261,4831,389551832,-771493078,1.1911e-43,2001,295.587,,,,,
2,185818261,4931,389551832,-771493078,1.1911e-43,2001,295.6,,,,,
2,185818261,5031,389551832,-771493078,0,2001,295.6,,,,,
2,185818261,5130,389551832,-771493078,0,2001,295.612,,,,,
2,185818261,5233,389551832,-771493078,1.1911e-43,2001,295.6,,,,,
2,185818261,5330,389551832,-771493078,1.1911e-43,2001,295.6,,,,,
2,185818261,5431,389551832,-771493078,1.1911e-43,2001,295.6,,,,,
2,185818261,5531,389551832,-771493078,0,2001,295.6,,,,,
2,185818261,95,389551832,-771493078,0,2001,295.612,,,,,
2,185818261,195,389551832,-771493078,0,2001,295.625,,,,,
2,185818261,294,389551832,-771493078,0,2001,295.638,,,,,
