DSRC_MessageID,Vehicle ID,BSM_tmp_ID, transtime, X, Y, Speed, Instant_Acceleration, Heading, brakeStatus, brakePressure, hardBraking,  transTo, transmission_received_time
2,,-460498596,54790,389563144,-771505441,0,2001,54.2625,,,,,
2,,-460498596,54890,389563144,-771505441,0,2001,54.275,,,,,
2,,-460498596,54990,389563144,-771505441,0,2001,54.275,,,,,
2,,-460498596,55090,389563144,-771505441,0,2001,54.275,,,,,
2,,-460498596,55190,389563144,-771505441,0,2001,54.275,,,,,
2,,-460498596,55290,389563144,-771505441,0,2001,54.275,,,,,
2,,-460498596,55492,389563144,-771505441,0,2001,54.275,,,,,
2,,-460498596,55396,389563144,-771505442,0,2001,54.275,,,,,
2,,-460498596,55592,389563144,-771505441,0,2001,54.275,,,,,
2,,-460498596,55692,389563144,-771505441,0,2001,54.275,,,,,
2,,-460498596,55792,389563144,-771505441,0,2001,54.275,,,,,
2,,-460498596,55892,389563144,-771505441,0,2001,54.275,,,,,
2,,-460498596,55992,389563144,-771505441,0,2001,54.2875,,,,,
2,,-460498596,56092,389563144,-771505441,0,2001,54.2875,,,,,
2,,-460498596,56192,389563144,-771505441,0,2001,54.2875,,,,,
2,,-460498596,56294,389563144,-771505441,0,2001,54.2875,,,,,
2,,-460498596,56394,389563144,-771505441,0,2001,54.2875,,,,,
2,,-460498596,56494,389563144,-771505441,0,2001,54.2875,,,,,
2,,-460498596,56595,389563144,-771505441,0,2001,54.2875,,,,,
2,,-460498596,56694,389563144,-771505441,0,2001,54.2875,,,,,
2,,-460498596,56794,389563144,-771505441,0,2001,54.2875,,,,,
2,,-460498596,56894,389563144,-771505441,0,2001,54.2875,,,,,
2,,-460498596,56994,389563144,-771505441,0,2001,54.2875,,,,,
2,,-460498596,57097,389563144,-771505441,0,2001,54.2875,,,,,
2,,-460498596,57195,389563144,-771505441,0,2001,54.2875,,,,,
2,,-460498596,57295,389563144,-771505441,0,2001,54.2875,,,,,
2,,-460498596,57395,389563144,-771505441,0,2001,54.2875,,,,,
2,,-460498596,57595,389563144,-771505441,0,2001,54.2875,,,,,
2,,-460498596,57696,389563144,-771505441,0,2001,54.2875,,,,,
2,,-460498596,57796,389563144,-771505441,0,2001,54.2875,,,,,
2,,-460498596,57996,389563144,-771505441,0,2001,54.2875,,,,,
2,,-460498596,58096,389563144,-771505441,0,2001,54.2875,,,,,
2,,-460498596,58197,389563144,-771505441,0,2001,54.2875,,,,,
2,,-460498596,58296,389563144,-771505441,0,2001,54.3,,,,,
2,,-460498596,58496,389563144,-771505441,0,2001,54.3,,,,,
2,,-460498596,58596,389563144,-771505441,0,2001,54.3,,,,,
2,,-460498596,58697,389563144,-771505441,0,2001,54.3,,,,,
2,,-460498596,58796,389563144,-771505441,0,2001,54.3,,,,,
2,,-460498596,58897,389563144,-771505441,0,2001,54.3,,,,,
2,,-460498596,58996,389563144,-771505441,0,2001,54.3,,,,,
2,,-460498596,59096,389563144,-771505441,0,2001,54.3,,,,,
2,,-460498596,59196,389563144,-771505441,0,2001,54.3,,,,,
2,,-460498596,59297,389563144,-771505441,0,2001,54.3,,,,,
2,,-460498596,59397,389563144,-771505441,0,2001,54.3,,,,,
2,,-460498596,59697,389563144,-771505441,0,2001,54.3125,,,,,
2,,-460498596,59797,389563144,-771505441,0,2001,54.3125,,,,,
2,,-460498596,59897,389563144,-771505441,0,2001,54.3125,,,,,
2,,-460498596,97,389563144,-771505441,0,2001,54.3125,,,,,
2,,-460498596,197,389563144,-771505441,0,2001,54.3125,,,,,
2,,-460498596,298,389563144,-771505441,0,2001,54.3125,,,,,
2,,-460498596,498,389563144,-771505441,0,2001,54.3125,,,,,
2,,-460498596,598,389563144,-771505441,0,2001,54.3125,,,,,
2,,-460498596,698,389563144,-771505441,0,2001,54.325,,,,,
2,,-460498596,798,389563144,-771505441,0,2001,54.325,,,,,
2,,-460498596,998,389563144,-771505441,0,2001,54.325,,,,,
2,,-460498596,1198,389563144,-771505441,0,2001,54.325,,,,,
2,,-460498596,1298,389563144,-771505441,0,2001,54.325,,,,,
2,,-460498596,1798,389563144,-771505441,0,2001,54.3375,,,,,
2,,-460498596,1899,389563144,-771505441,0,2001,54.3375,,,,,
2,,-460498596,1998,389563144,-771505441,0,2001,54.3375,,,,,
2,,-460498596,2098,389563144,-771505441,0,2001,54.3375,,,,,
2,,-460498596,2199,389563144,-771505441,0,2001,54.3375,,,,,
2,,-460498596,2299,389563144,-771505441,0,2001,54.3375,,,,,
2,,-460498596,2499,389563144,-771505441,0,2001,54.3375,,,,,
2,,-460498596,2599,389563144,-771505441,0,2001,54.3375,,,,,
2,,-460498596,2699,389563144,-771505441,0,2001,54.3375,,,,,
2,,-460498596,2798,389563144,-771505441,0,2001,54.3375,,,,,
2,,-460498596,2899,389563144,-771505441,0,2001,54.3375,,,,,
2,,-460498596,2999,389563144,-771505441,0,2001,54.3375,,,,,
2,,-460498596,3099,389563144,-771505441,0,2001,54.3375,,,,,
2,,-460498596,3205,389563144,-771505441,0,2001,54.3375,,,,,
2,,-460498596,3300,389563144,-771505441,0,2001,54.3375,,,,,
2,,-460498596,3500,389563144,-771505441,0,2001,54.35,,,,,
2,,-460498596,3601,389563144,-771505441,0,2001,54.35,,,,,
2,,-460498596,3700,389563144,-771505441,0,2001,54.35,,,,,
2,,-460498596,3900,389563144,-771505441,0,2001,54.35,,,,,
2,,-460498596,4000,389563144,-771505441,0,2001,54.35,,,,,
2,,-460498596,4200,389563144,-771505441,0,2001,54.35,,,,,
2,,-460498596,4303,389563144,-771505441,0,2001,54.35,,,,,
2,,-460498596,4500,389563144,-771505441,0,2001,54.3625,,,,,
2,,-460498596,4600,389563144,-771505441,0,2001,54.35,,,,,
2,,-460498596,4800,389563144,-771505441,0,2001,54.35,,,,,
2,,-460498596,4900,389563144,-771505441,0,2001,54.3625,,,,,
2,,-460498596,5000,389563144,-771505441,0,2001,54.3625,,,,,
2,,-460498596,5199,389563144,-771505441,0,2001,54.3625,,,,,
2,,-460498596,5601,389563144,-771505441,0,2001,54.3625,,,,,
2,,-460498596,5701,389563144,-771505441,0,2001,54.3625,,,,,
2,,-460498596,5802,389563144,-771505441,0,2001,54.3625,,,,,
2,,-460498596,5901,389563144,-771505441,0,2001,54.375,,,,,
2,,-460498596,6001,389563144,-771505441,0,2001,54.375,,,,,
2,,-460498596,6101,389563144,-771505441,0,2001,54.375,,,,,
2,,-460498596,6202,389563144,-771505441,0,2001,54.375,,,,,
2,,-460498596,6503,389563144,-771505441,0,2001,54.375,,,,,
2,,-460498596,6603,389563144,-771505441,0,2001,54.375,,,,,
2,,-460498596,6703,389563144,-771505441,0,2001,54.375,,,,,
2,,-460498596,6904,389563144,-771505441,0,2001,54.375,,,,,
2,,-460498596,7004,389563144,-771505441,0,2001,54.375,,,,,
2,,-460498596,7104,389563144,-771505441,0,2001,54.375,,,,,
2,,-460498596,7304,389563144,-771505441,0,2001,54.3875,,,,,
2,,-460498596,7204,389563144,-771505441,0,2001,54.3875,,,,,
2,,-460498596,7504,389563144,-771505441,0,2001,54.3875,,,,,
