DSRC_MessageID,Vehicle ID,BSM_tmp_ID, transtime, X, Y, Speed, Instant_Acceleration, Heading, brakeStatus, brakePressure, hardBraking,  transTo, transmission_received_time
2,,-460498596,29476,389563144,-771505441,0,2001,54.4,,,,,
2,,-460498596,29573,389563144,-771505441,0,2001,54.3875,,,,,
2,,-460498596,29674,389563144,-771505441,0,2001,54.4,,,,,
2,,-460498596,29773,389563144,-771505441,0,2001,54.4,,,,,
2,,-460498596,29873,389563144,-771505441,0,2001,54.4,,,,,
2,,-460498596,29974,389563144,-771505441,0,2001,54.4,,,,,
2,,-460498596,30074,389563144,-771505441,0,2001,54.4,,,,,
2,,-460498596,30175,389563144,-771505441,0,2001,54.4,,,,,
2,,-460498596,30274,389563144,-771505441,0,2001,54.4,,,,,
2,,-460498596,30374,389563144,-771505441,0,2001,54.4,,,,,
2,,-460498596,30474,389563144,-771505441,0,2001,54.4,,,,,
2,,-460498596,30574,389563144,-771505441,0,2001,54.4,,,,,
2,,-460498596,30674,389563144,-771505441,0,2001,54.4,,,,,
2,,-460498596,30780,389563144,-771505441,0,2001,54.3875,,,,,
2,,-460498596,30875,389563144,-771505441,0,2001,54.3875,,,,,
2,,-460498596,30975,389563144,-771505441,0,2001,54.3875,,,,,
2,,-460498596,31076,389563144,-771505441,0,2001,54.3875,,,,,
2,,-460498596,31176,389563144,-771505441,0,2001,54.4,,,,,
2,,-460498596,31276,389563144,-771505441,0,2001,54.4,,,,,
2,,-460498596,31376,389563144,-771505441,0,2001,54.4,,,,,
2,,-460498596,31476,389563144,-771505441,0,2001,54.3875,,,,,
2,,-460498596,31576,389563144,-771505441,0,2001,54.3875,,,,,
2,,-460498596,31676,389563144,-771505441,0,2001,54.3875,,,,,
2,,-460498596,31776,389563144,-771505441,0,2001,54.4,,,,,
2,,-460498596,31976,389563144,-771505441,0,2001,54.4,,,,,
2,,-460498596,32076,389563144,-771505441,0,2001,54.4,,,,,
2,,-460498596,32176,389563144,-771505441,0,2001,54.4,,,,,
2,,-460498596,32276,389563144,-771505441,0,2001,54.4,,,,,
2,,-460498596,32380,389563144,-771505441,0,2001,54.4,,,,,
2,,-460498596,32476,389563144,-771505441,0,2001,54.4,,,,,
2,,-460498596,32576,389563144,-771505441,0,2001,54.4,,,,,
2,,-460498596,32676,389563144,-771505441,0,2001,54.4,,,,,
2,,-460498596,32776,389563144,-771505441,0,2001,54.4,,,,,
2,,-460498596,32876,389563144,-771505441,0,2001,54.4,,,,,
2,,-460498596,32976,389563144,-771505441,0,2001,54.4,,,,,
2,,-460498596,33076,389563144,-771505441,0,2001,54.4,,,,,
2,,-460498596,33176,389563144,-771505441,0,2001,54.4,,,,,
2,,-460498596,33276,389563144,-771505441,0,2001,54.4,,,,,
2,,-460498596,33378,389563144,-771505441,0,2001,54.4,,,,,
2,,-460498596,33477,389563144,-771505441,0,2001,54.4,,,,,
2,,-460498596,33576,389563144,-771505441,0,2001,54.3875,,,,,
2,,-460498596,33676,389563144,-771505441,0,2001,54.3875,,,,,
2,,-460498596,33777,389563144,-771505441,0,2001,54.3875,,,,,
2,,-460498596,33876,389563144,-771505441,0,2001,54.3875,,,,,
2,,-460498596,33976,389563144,-771505441,0,2001,54.3875,,,,,
2,,-460498596,34077,389563144,-771505441,0,2001,54.3875,,,,,
2,,-460498596,34176,389563144,-771505441,0,2001,54.3875,,,,,
2,,-460498596,34276,389563144,-771505441,0,2001,54.3875,,,,,
2,,-460498596,34377,389563144,-771505441,0,2001,54.3875,,,,,
2,,-460498596,34476,389563144,-771505441,0,2001,54.3875,,,,,
2,,-460498596,34576,389563144,-771505441,0,2001,54.3875,,,,,
2,,-460498596,34676,389563144,-771505441,0,2001,54.3875,,,,,
2,,-460498596,34777,389563144,-771505441,0,2001,54.3875,,,,,
2,,-460498596,34876,389563144,-771505441,0,2001,54.3875,,,,,
2,,-460498596,34976,389563144,-771505441,0,2001,54.3875,,,,,
2,,-460498596,35076,389563144,-771505441,0,2001,54.3875,,,,,
